SQ_CANDIDATO;CD_GENERO_N;CD_GRAU_INSTRUCAO_N;NR_PARTIDO_N;CD_OCUPACAO_N;CD_SITUCAO_N;CARGO_N;RECEITA_TOTAL_N;QTD_VOTOS_N;CUSTO_VOTO_N;DESPESA_CONTRATADA_N;VR_TOTAL_BEM_CANDIDATO_N
30000622836;0.2;0.8;0.33;0.601;0.5;0.7;5.85e-05;0.000132;4.43182e-05;1.32e-06;0.0
20000616799;0.4;0.6;0.11;0.999;0.5;0.6;0.00254141;0.003703;6.86311e-05;0.024997968;0.0
250000623852;0.2;0.7;0.19;0.278;0.5;0.7;0.0027549;0.010749;2.56294e-05;0.027288269;0.000512
170000614121;0.2;0.6;0.33;0.169;0.5;0.6;0.00260876;0.009639;2.7064600000000002e-05;0.022487585;0.000110691
130000616665;0.2;0.8;0.17;0.215;0.5;0.7;0.0011059;0.00356;3.10646e-05;0.011059000000000001;0.0001055
50000606024;0.4;0.8;0.45;0.131;0.5;0.6;0.0011775;0.00157;7.5e-05;0.0099975;0.00027922900000000003
130000613101;0.2;0.8;0.55;0.169;0.5;0.7;0.00024117;0.000677;3.56233e-05;0.00100583;0.0
250000617743;0.2;0.8;0.18;0.125;0.4;0.6;0.00330148;0.015225;2.16846e-05;0.027791111;8.912799999999999e-05
190000613010;0.2;0.7;0.7;0.233;0.5;0.7;0.0001253;0.000332;3.7740999999999997e-05;0.001253;0.000397
210000611984;0.2;0.4;0.22;0.215;0.5;0.7;0.00032002;0.000771;4.15071e-05;0.003103238;0.0
240000622578;0.2;0.6;0.65;0.402;0.5;0.7;0.000201;0.000817;2.46022e-05;0.0015792999999999998;0.0001
10000608409;0.2;0.6;0.27;0.999;0.5;0.6;0.0001;0.000253;3.95257e-05;0.0;0.0
130000606467;0.2;0.8;0.7;0.111;0.5;0.6;6.928e-05;0.000486;1.42551e-05;0.0;0.0
250000606794;0.2;0.6;0.65;0.278;0.5;0.7;0.000202;0.001611;1.2538800000000001e-05;0.00202;7.6017e-05
90000610089;0.4;0.6;0.15;0.257;0.5;0.6;0.012175;0.039976;3.04558e-05;0.115985492;0.011143705
30000614498;0.2;0.6;0.2;0.233;0.5;0.7;6.44e-05;0.000114;5.64912e-05;0.0;0.0
250000604983;0.2;0.8;0.77;0.999;0.5;0.7;0.00012306;0.00052;2.36654e-05;0.0005;8e-05
190000610753;0.2;0.4;0.65;0.999;0.5;0.7;2.22e-05;8.5e-05;2.6117600000000002e-05;0.0;0.0
250000615215;0.2;0.8;0.14;0.278;0.5;0.6;0.00057367;0.002724;2.10598e-05;0.005735349;0.000119016
230000628416;0.4;0.8;0.9;0.257;0.4;0.6;1.954e-05;4.6e-05;4.2478299999999996e-05;0.0;0.0
10000610691;0.2;0.6;0.23;0.257;0.5;0.7;0.0004;0.000389;0.00010282780000000001;0.00399452;5e-05
210000603889;0.4;0.8;0.7;0.125;0.4;0.6;0.00031349;0.000426;7.35892e-05;0.0022;0.0
240000622573;0.4;0.8;0.65;0.931;0.5;0.7;0.00033107;0.001066;3.10572e-05;0.0021490470000000003;3.6275e-05
210000607309;0.2;0.7;0.14;0.931;0.5;0.7;0.00029178;0.000736;3.9644e-05;0.001759001;0.0
60000610999;0.4;0.8;0.22;0.277;0.5;0.6;0.025;0.062946;3.97166e-05;0.25;0.00055
30000602690;0.4;0.8;0.22;0.999;0.5;0.6;0.005715;0.01295;4.41313e-05;0.06485223700000001;0.0013502
270000618848;0.4;0.8;0.25;0.142;0.5;0.7;0.0004604;0.000556;8.28058e-05;0.004016945;2.1181e-05
20000621940;0.4;0.3;0.55;0.581;0.5;0.6;0.0045;0.000233;0.0019313305;0.044898767;0.0
150000603474;0.4;0.6;0.18;0.581;0.5;0.7;2.45e-05;4.7e-05;5.2127700000000006e-05;8e-05;0.0
60000601245;0.4;0.6;0.9;0.257;0.5;0.7;0.00011034;0.00028;3.94071e-05;0.0007273;0.000143
230000602396;0.2;0.8;0.15;0.278;0.5;0.6;0.002826;0.00717;3.94142e-05;0.025445245;3.567e-05
20000606351;0.4;0.6;0.43;0.265;0.5;0.7;0.00018551;0.000201;9.22935e-05;0.000118;0.0
110000621223;0.2;0.8;0.1;0.131;0.5;0.7;0.00170864;0.005548;3.07974e-05;0.017083835;0.000377823
250000615357;0.2;0.6;0.2;0.254;0.5;0.7;0.00019614;0.000294;6.67143e-05;0.0015;0.0
270000621002;0.2;0.8;0.65;0.111;0.5;0.7;0.00318872;0.003619;8.811049999999999e-05;0.031527013;5e-05
220000627663;0.4;0.8;0.44;0.233;0.4;0.7;0.00089802;0.002208;4.06712e-05;0.00782886;0.00035
250000615211;0.4;0.8;0.14;0.257;0.5;0.6;0.02125844;0.047684;4.4581899999999994e-05;0.21244807100000002;0.00821481
190000610752;0.4;0.3;0.65;0.999;0.5;0.7;3.01e-05;4.9e-05;6.14286e-05;0.0;0.0
190000615566;0.2;0.8;0.4;0.121;0.5;0.6;0.00425689;0.019971;2.13154e-05;0.041068845;0.001019532
240000627225;0.4;0.7;0.11;0.931;0.5;0.6;0.00180323;0.000722;0.0002497548;0.014171702;5e-05
40000608202;0.4;0.8;0.13;0.133;0.5;0.7;0.00090777;0.002451;3.7036700000000004e-05;0.004419136;0.00010385
90000628068;0.2;0.8;0.18;0.131;0.4;0.7;0.00020864;0.000885;2.35751e-05;0.00199632;1.5e-05
10000602285;0.2;0.8;0.12;0.257;0.5;0.7;0.00034764;0.000494;7.03725e-05;0.003;0.000759
190000628304;0.4;0.6;0.22;0.999;0.5;0.7;0.0001061;0.000112;9.47321e-05;0.00099992;0.0
160000623150;0.4;0.7;0.4;0.931;0.5;0.6;0.0005;0.002577;1.94024e-05;0.004999082;0.0
40000618268;0.2;0.6;0.15;0.257;0.5;0.7;6.97e-05;0.000332;2.0994e-05;0.0;9e-06
230000605194;0.2;0.8;0.51;0.266;0.5;0.7;0.0001165;0.000261;4.4636000000000004e-05;0.001;0.001002
190000626294;0.4;0.6;0.28;0.158;0.5;0.7;1.404e-05;4.2e-05;3.34286e-05;0.0;0.0
250000604906;0.4;0.8;0.77;0.134;0.5;0.6;0.00384842;0.012124;3.1742199999999996e-05;0.034129942999999996;3.3475999999999996e-05
240000609786;0.4;0.6;0.22;0.394;0.5;0.7;0.0001;0.000116;8.62069e-05;0.00092555;0.0
110000621640;0.2;0.8;0.77;0.166;0.4;0.7;0.00879597;0.014915;5.8973999999999995e-05;0.087011506;0.002619386
90000615119;0.2;0.6;0.14;0.278;0.5;0.7;0.00098252;0.004114;2.3882399999999997e-05;0.008644688000000001;3.25e-05
110000614604;0.2;0.8;0.14;0.169;0.5;0.7;0.00114823;0.001909;6.0148199999999994e-05;0.010877623000000001;7.6e-05
190000608742;0.4;0.6;0.45;0.999;0.5;0.7;0.00029641;0.00057;5.20018e-05;0.002502323;0.0
90000618696;0.2;0.8;0.44;0.257;0.5;0.7;0.00075158;0.000599;0.0001254725;0.007512222;0.000433075
190000610731;0.2;0.8;0.65;0.134;0.5;0.7;0.00014493;0.000397;3.65063e-05;0.00107;0.0
240000619073;0.4;0.6;0.1;0.128;0.5;0.7;0.00029625;0.0006;4.9375e-05;5.3123999999999995e-05;0.0
130000611074;0.4;0.8;0.33;0.131;0.4;0.6;0.0003881;0.001318;2.9446100000000003e-05;0.003720972;0.000351598
210000607326;0.4;0.8;0.14;0.151;0.5;0.7;0.00073603;0.001604;4.5887200000000003e-05;0.006271345;0.00035
110000624453;0.4;0.8;0.43;0.23;0.4;0.6;0.0006063;0.000993;6.10574e-05;0.005193;0.0
80000617572;0.4;0.6;0.31;0.257;0.4;0.7;6.9e-05;0.000389;1.7737799999999998e-05;0.0006900000000000001;0.0
80000619573;0.2;0.8;0.9;0.127;0.5;0.7;0.00015366;0.000681;2.25639e-05;0.00022;0.00019
40000608236;0.2;0.8;0.19;0.278;0.5;0.7;0.0003507;0.002929;1.19734e-05;0.0012543189999999998;0.00046057
110000622032;0.4;0.8;0.18;0.999;0.4;0.7;4.747e-05;0.000187;2.5385e-05;0.00010282;0.0
250000620019;0.4;0.8;0.36;0.134;0.4;0.6;0.0001;0.000432;2.31481e-05;0.001;0.0
150000602483;0.4;0.8;0.11;0.124;0.5;0.6;0.01293533;0.04437;2.91533e-05;0.066793333;0.0
230000605268;0.2;0.6;0.45;0.999;0.5;0.7;0.00016931;0.000308;5.49708e-05;0.0010992;2.654e-05
150000612369;0.4;0.5;0.2;0.257;0.5;0.6;2.338e-05;0.000117;1.9982899999999998e-05;1.32e-06;3.1e-05
40000618313;0.4;0.6;0.15;0.257;0.4;0.6;0.0002448;0.000736;3.32609e-05;0.00025;5e-07
80000624541;0.4;0.8;0.18;0.395;0.5;0.7;0.0003214;0.000308;0.00010435059999999999;0.00033132;5.8e-06
260000616193;0.4;0.6;0.7;0.17;0.4;0.6;4.055e-05;0.000178;2.27809e-05;4.032e-05;0.0
10000610639;0.2;0.8;0.15;0.999;0.5;0.7;0.00033625;3.8e-05;0.0008848683999999999;0.0015;0.0
270000620981;0.4;0.8;0.13;0.265;0.5;0.7;0.00015789;8.6e-05;0.000183593;0.0005330980000000001;0.0
110000621215;0.4;0.8;0.65;0.999;0.5;0.7;0.00026284;0.001189;2.2105999999999998e-05;0.00208719;2e-05
40000610431;0.4;0.6;0.33;0.931;0.4;0.6;0.0002;0.000495;4.0404e-05;0.0;0.0
210000605908;0.4;0.6;0.77;0.257;0.5;0.7;7.947e-05;0.000327;2.43028e-05;0.000205564;0.0
250000623637;0.2;0.8;0.28;0.131;0.4;0.6;0.00012776;0.000526;2.4289e-05;0.00064982;0.0
250000623641;0.4;0.7;0.28;0.411;0.4;0.6;2.647e-05;9.8e-05;2.70102e-05;0.00015;0.0
190000608961;0.4;0.8;0.25;0.277;0.5;0.7;0.01017341;0.019062;5.33701e-05;0.09848434800000001;0.013483092
160000619864;0.2;0.8;0.55;0.115;0.5;0.7;0.00107878;0.007701;1.40083e-05;0.010497623999999999;0.001766429
50000600862;0.2;0.8;0.5;0.266;0.4;0.6;5.554e-05;0.000225;2.46844e-05;0.00010396;0.0003399
260000623588;0.4;0.8;0.65;0.999;0.5;0.7;0.00029339;0.000766;3.83016e-05;0.00028794599999999997;0.0
110000623363;0.2;0.8;0.12;0.257;0.5;0.7;0.00214;0.007238;2.9566199999999998e-05;0.018448889;0.00161006
60000601243;0.4;0.6;0.9;0.125;0.5;0.7;0.00274692;4.7e-05;0.005844510600000001;0.02740184;0.0
190000608971;0.4;0.6;0.25;0.512;0.5;0.7;1.212e-05;3.8e-05;3.18947e-05;0.0;0.0
50000608071;0.2;0.8;0.15;0.171;0.4;0.6;0.0003;0.000338;8.875739999999999e-05;0.003;0.00052
150000608800;0.4;0.8;0.4;0.278;0.5;0.6;0.00589884;0.022854;2.5811e-05;0.047135;0.0
50000620485;0.2;0.6;0.77;0.278;0.4;0.7;0.0002162;0.000949;2.27819e-05;0.0021620000000000003;0.0004
250000606262;0.2;0.8;0.1;0.999;0.5;0.6;0.01444593;0.023666;6.104090000000001e-05;0.134806319;0.000629411
160000619748;0.4;0.8;0.12;0.125;0.5;0.7;0.0002685;0.000389;6.90231e-05;0.002279803;0.000895
60000620582;0.2;0.7;0.5;0.228;0.5;0.7;6.165e-05;0.000236;2.61229e-05;0.0;0.0
260000621992;0.2;0.8;0.23;0.131;0.5;0.6;0.00103167;0.002458;4.19719e-05;0.00983531;8e-06
190000625187;0.4;0.6;0.27;0.999;0.4;0.6;3.914e-05;0.000176;2.22386e-05;0.00035;0.000111
80000617537;0.4;0.6;0.43;0.999;0.5;0.7;0.00016891;0.000374;4.51631e-05;0.0007513210000000001;0.00018
